product_id,shop_id,product_name,ingredient,feature,skin_type,capacity,design,brand,expiry,origin
67,57,OXY Deep Wash (Scrub) - Kem rửa mặt có hạt sạch sâu 100g,"cấu trúc tổ ong siêu xốp, vitamin b3, chiết xuất tảo biển","làm sạch sâu, đánh bay nhờn, tút sáng da, kiểm soát nhờn, cân bằng độ ẩm, tút da sáng mịn",dành cho da dầu thô ráp sần sùi dày,10g,kem rửa mặt có hạt,oxy,3 năm kể từ ngày sản xuất,"thương hiệu nhật bản, sản xuất tại việt nam"
68,58,Sữa rửa mặt trắng da Hatomugi Cleansing Foam hạt Ý Dĩ 130gr,"hạt coix (hạt ý dĩ), yến mạch, đào, ngọc trai, vitamin e, b1, b12, và hơn 8 loại axit amin","làm trắng sáng da, giúp da mềm mại mịn màng, dưỡng ẩm cho da, chống lão hóa da, thải độc tố da, làm săn chắc da, cải thiện làn da khô, không chứa chất bảo quản paraben hay chất tạo màu gây hại cho da",phù hợp với mọi loại da,"cỡ nhỏ 130 g, cỡ lớn 170 g","màu trắng, đơn giản, dạng chai có nắp đậy",hatomugi,,
69,46,Cosrx sữa rửa mặt Low pH Good Morning Gel Cleanser 150ml,"dầu cây trà, thành phần tự nhiên khác, betaine, bha 0.5%","giúp da sạch sâu, không gây khô căng, khôi phục lại cân bằng ph tối ưu cho da, dịu làn da nhạy cảm, nuôi dưỡng lớp màng acid tự nhiên bảo vệ da","mọi loại da, cả da nhạy cảm và da mụn",150 ml,gel rửa mặt,,,hàn quốc
70,59,Sữa Rửa Mặt Simple Kind To Skin 150ml,"pro vitamin b5, vitamin e, không chứa sodium lauryl sulfate và 10 soap fre","làm sạch sâu, loại bỏ bụi bẩn trên da, thành phần tự nhiên lành tính, dưỡng ẩm chống lão hóa tăng độ đàn hồi, phù hợp mọi loại da",,150 ml,dạng gel,simple,,anh
71,60,Sữa rửa mặt Compliment No Problem 200ml giúp làm sạch và giảm mụn,"không cồn khô, acid bha, chiết suất hoa cúc, tea tre oil","giúp lọc sạch bụi bẩn bã nhờn, giúp làm thông thoáng chân lông, xóa bỏ mụn trứng cá và ngăn ngừa chúng quay trở lại, giảm mụn, loại bỏ bụi bẩn từ lỗ chân lông, cung cấp ẩm lâu dài","dành cho da dầu, da hỗn hợp, da nhạy cảm, da thường, da khô",20ml,dạng gel trong suốt với hương thơm tươi mát dễ chịu,no problem,,
72,61,Sữa Rửa Mặt 3W Clinic Hàn Quốc 100ml,"chiết xuất hạt lúa mạch, dẫn xuất tinh khiết từ nước gạo, thành phần tự nhiên giàu dưỡng chất","vệ sinh làm sạch da mặt, đồng thời nuôi dưỡng da khỏe mạnh, chống oxy hóa","da khô thiếu nước, da nhờn",10 ml,"bao bì được thiết kế dạng mới, sang trọng",3 w clinic,luôn mới nhất thị trường,hàn quốc
73,62,Sữa Rửa Mặt Trà Xanh Innisfrees Hàn Quốc Green Tea Foam Cleanser 150ml Giúp Sạch Khuẩn & Giảm Dầu Mụn - MINT SHOP,chiết xuất từ lá trà xanh tươi,"làm sạch sâu bụi bẩn, dưỡng ẩm, phục hồi độ ẩm và làm sáng da",phù hợp với mọi loại da,150ml,,inisfre,,hàn quốc
74,34,Sữa Rửa Mặt ĐÀO TƯƠI BIOAQUA,"acid lactic, peach ceramide, chie t xua t tu qua đa o, chie t xua t hoa qua, vitamin c, axit ha, vitamin a, vitamin e","thu nho lỗ chân lông, tăng độ đàn hồi cho da, giúp da khoẻ mạnh","da khô, da nhạy cảm",,,,,việt nam
75,63,[W.E Store] Sữa Rữa Mặt Dưỡng Da BIOAQUA PEACHEXTRACT ĐÀOTƯƠI 🍑 100ML Auth Nội Địa,chu a men vi sinh tu acid lactic,"giữ p, cung cấp độ ẩm tự nhiên cho da, thu nhỏ lỗ chân lông, tái tạo tế bào da",khô và nhạy cảm,10 ml,"lọ pha lê màu hồng đục, có nắp vặn",bioaqua,,nội địa trung quốc
76,64,"Sữa rửa mặt Compliment No Problem giảm viêm, ngừa mụn - 200ml","tràm trà, tinh dầu tràm, bha","khả năng làm sạch sâu, giữ độ ẩm tự nhiên cho da, thúc đẩy giảm sưng viêm mà không để lại sẹo thâm, tinh dầu tràm trà sẽ bảo vệ da và ngăn ngừa mụn quay trở lại, không gây khô da","da dầu mụn nhạy cảm, da thường, da khô, da hỗn hợp thiên dầu",,,4 beauty herb,,
77,65,Sữa rửa mặt gạo Rice Milk Civic 180ml Thái Lan,"sửa gạo và tinh chất colagen, vitamin e","làm sạch sâu, nuôi dưỡng, trắng mịn da, dưỡng ẩm, mềm mại da","dầu, nhạy cảm, bị mụn",180 ml,,leaf fluttering in wind,,thái lan
78,36,sữa rửa mặt trà xanh mẫu mới 150ml,trà xanh làm đẹp cô đặc chứa 16 loại axit amin gấp 3 5 lần chiết xuất rễ trà xanh,"chiết xuất trà xanh chống oxy hóa ngăn ngừa mụn làm sáng da chống các tác hại từ môi trường xung quanh, kiềm dầu hạn chế mụn giúp làn da rạng rỡ và đầy sức sống","dành cho mọi loại da, đặc biệt là da dầu có mụn, da bị kích ứng với ô nhiễm môi trường, da có mụn nhưng không quá khẩn cấ",150 ml,chai nhựa đục có nắp đậy,inisfre,"36 tháng kể từ ngày sản xuất nsx xem trên bao bì sản phẩm, 12 tháng kể từ ngày mở nắp shop","sản xuất ngay tại cánh đồng trà xanh trên đảo jeju, hàn quốc"
79,66,Sữa Rửa Mặt amino acid Làm Sạch Mụn Đầu Đen Kiềm Dầu Dưỡng Ẩm Cải Thiện Làn Da Mịn Màng Không Làm Săn Chắc Da,chiết xuất hoa sen,làm sạch sâu,phù hợp với mọi làn da,,,,,
80,67,sửa rửa mặt senana lấy bụi bẩn giúp da trắng sáng (sỉ buôn),,"dưỡng da ẩm mượt tươi trẻ, cấp nước, trắng sáng",,60 g,hộp nhựa,senana,,
81,49,Sữa Rửa Mặt Trà Xanh¹,"chiết xuất hoàn toàn từ trà xanh tự nhiên, các thành phần chống oxi hóa","giúp làm sạch bụi bẩn và các tạp chất trên da, hút nhờn và ngăn ngừa nám mụn, dưỡng trắng da hồng tự nhiên",dành cho mọi loại da,150 ml,,,,
82,46,Cetaphil Sữa Rửa Mặt Gentle Skin Cleanser (mới),"purified alcohol, glycol, sodium lauryl sulfate, stearyl alcohol, methyl propyl butyl","làm sạch và chăm sóc da mụn, giúp làm khô nhân mụn, làm liền sẹo, làm mờ thâm, dưỡng ẩm và phục hồi tế bào da hư tổn, làm dịu da nhạy cảm hay ngứa rát và mẩn đỏ da bỏng nắng",phù hợp với mọi loại da đặc biệt là da nhạy cảm dễ bị kích ứng,,,cetaphil,3 năm kể từ ngày sản xuất,canada
83,68,Sữa rửa mặt dưỡng da tươi sáng và căng mọng Bio-essence Bio-Bird's Nest Collagen Cleanser 100g,"tinh chất tổ yến, peptide, arbutin, acid chất","làm sạch sâu, nuôi dưỡng, trắng sáng, ngừa thâm sạm, tăng độ đàn hồi cho da",phù hợp với mọi loại da,10 gr,dạng tuýp,bio essence,3 năm kể từ ngày sản xuất,
84,69,"Acnes Vitamin Cleanser - Kem rửa mặt Vitamin 50g, 100g",các vitamin cần thiết cho làn da như vitamin e c a b3 b5 b6,"giúp da sáng khỏe, mờ dần vết thâm sau mụn, mô sợi colagen trở nên săn chắc hơn, làm sạch da giúp da sáng mịn màng",làn da sau mụn cần được chăm sóc đặc biệt,,,acnes,,
85,11,Gel Rửa Mặt Dành Cho Da Nhạy Cảm Simple Kind To Skin Refreshing Facial Wash Gel 150ml Hasaki Sản phẩm chính hãng,"nước tinh khiết, chiết xuất từ hoa cúc, vitamin e, vitamin b5","làm sạch da, loại bỏ tạp chất, dịu nhẹ, giúp nuôi dưỡng và làm mịn da","phù hợp cho mọi loại da, đặc biệt là da nhạy cảm",150 ml,vỏ chai xám được làm từ 10 nhựa tái chế thân thiện với môi trường,simple,,anh quốc
86,70,SỬA RỬA MẶT NHUỴ HOA NGHỆ TÂY MẬT ONG,"chính safron, mật ong và nghệ tươi gel safron","sạch lỗ chân lông, hỗ trợ cải thiện da mụn, làm lành tổn thương do mụn, mờ vết thâm và sáng da mềm mịn da, kháng khuẩn, cải thiện hỗ trợ da mụn",phù hợp mọi loại da đặc biệt da mụn và nhạy cảm,10 ml,,,,uk
87,71,"Sữa Rửa Mặt Ngừa Mụn Tràm Trà Nano Nghệ Trắng Da, Làm Sạch Dịu Nhẹ Cho Da Mụn Nhạy Cảm MILAGANICS 135ml (Chai)","nghệ kích thước nano siêu nhỏ, tinh dầu tràm trà nguyên chất, vitamin b3, dầu dừa, dầu argan, dầu olive, hoạt chất betaine, acid chiết xuất hoa hồng, cây phỉ, nha đam","làm sạch da, ngừa mụn, giảm viêm, cân bằng ẩm, bổ sung dưỡng chất",da mụn nhạy cảm,,,organic lamdep,2 năm kể từ ngày sản xuất,việt nam
88,72,Sữa rửa mặt Kose Softymo Nhật Bản 220g,,"làm sạch hoàn hảo trên bề mặt da và cả bên trong lỗ chân lông, giúp da tức thì được cân bằng và duy trì ẩm hiệu quả, trẻ hóa làn da, chống lão hóa",,20 g,hộp nhỏ và tiện lợi,kose,,japan
89,73,Sữa rửa mặt dành cho da mụn innisfree Bija Trouble Facial Foam 150g,"dầu bija jeju, acid bha","làm sạch hoàn hảo bụi bẩn từ sâu bên trong lỗ chân lông, giúp tăng sức đề kháng cho da, làm dịu và bảo vệ vùng da gặp rắc rối về vấn đề mụn",da mụn và dầu mụn,150 g,,inisfre,3 năm kể từ ngày sản ty chịu trách nhiệm nhập khẩu và phân phối độc quyền công ty tnh việt nam,hàn quốc
90,39,Sữa rửa mặt trà xanh INF 150ml mẫu mới,,,,150 ml,mẫu mới,,,
91,34,Sữa Rửa Mặt Hồng Sâm Đỏ Hàn Quốc My Gold,thảo dược hồng sâm,"loại bỏ chất bẩn, tẩy sạch bã nhờn, làm thoáng lỗ chân lông, trẻ hóa tế bào, giữ ẩm, ngăn ngừa mụn và tàn nhang, tạo lớp màng bảo vệ",,130 ml,,red heart,,quốc gia hàn quốc
92,74,Sữa rửa mặt BIOAQUA vị đào tạo bọt nhẹ nhàng làm sạch dưỡng Ẩm và làm trắng 100gr,,"giu p cung ca p đo a m tu nhie n cho da làm trắng da, giải quyết tất cả các vấn đề về da mụn, dịu mụn sưng đỏ, hạn chế mụn mọc trở lại, chống nhờn, cân bằng độ ẩm trên da, làm mờ các vết thâm do mụn gây ra, làm sạch da nhẹ nhàng nhưng hiệu quả",phù hợp với những làn da da dầu da hỗn hợp da mụn và da nhạy cảm dễ bị mụn,,,bioaqua,,
93,75,"Sữa Rửa Mặt Làm Sạch Sâu Chiết Xuất Xương Rồng Huxley CleansingFoam Deep Clean,Deep Moist100g",chiết xuất xương rồng,"làm sạch sâu, loại bỏ dầu thừa, nuôi dưỡng da, phục hồi da",mọi loại da,,,huxley,2023,hàn quốc
94,76,"(CHÍNH HÃNG)SỮA RỬA MẶT DÀNH CHO DA DẦU, MỤN– LALISSE OIL-CONTROL CLEANSER","water, potasium laureth betaine, amine oxide, lauryl peg 120 methyl glucose 1 l, lactic acid, disodium edta, dimethyl ra i ra i, chiết tự nhiên từ các thành phần tự nhiên sau đây: apricot sed, peach sed, ginkgo sed, chinese sanchi rot, sophora rot, thunberg bulb and powdered pearl",lalise oil control cleanser sản phẩm sữa rửa mặt giúp loại bỏ bụi bẩn chất nhờn trên bề mặt da và đồng thời kiểm soát quá trình tiết chất nhờn trên da với công thức hòa tan trong nước cùng những hạt bọt nhỏ mịn li ti có tác dụng hút chất nhờn dư thừa nằm sâu trong da masage da giữ cho da luôn sạch thoáng mịn màng và se khít lỗ chân lông kết hợp các loại thảo mộc tự nhiên của skin serum no 1 và được thiết kế hoàn toàn tan trong nước lalise cleanser giúp diệt vi khuẩn hiệu quả kiểm soát dầu làm giảm tấy đỏ và sưng giúp làn da sạch sẽ mịn màng và khỏe mạnh,thích hợp cho da nhờn hoặc mụn từ nhẹ đến nghiêm trọng,,,,,
95,77,SỮA RỬA MẶT LA ROCHE POSAY CHÍNH HÃNG 100%,"zinc pca, nước khoáng","làm sạch và giúp kiểm soát dầu, giảm bã nhờn hiệu quả, hỗ trợ điều trị mụn, làm dịu da và chống kích ứng",phù hợp cho da dầu và da mụn nhạy cảm,,,efaclar,,"la madeleine, pháp"
96,78,Sữa Rửa Mặt Tẩy Tế Bào Chết Ngừa Mụn St.Ives 170g,"chiết xuất từ trái mơ hạt ngô quả óc chó, trà xanh và acid, chiết xuất dừa và hạt cà phê","nhẹ nhàng làm sạch bụi bẩn, loại bỏ tế bào chết, giúp làn da được phục hồi mềm mịn và tươi mát, làm giảm mụn đầu đen, tăng cường dưỡng chất cho da thêm sáng khỏe","mọi loại da, đặc biệt là da có mụn đầu đen hoặc da khô xỉn màu và mệt mỏi",170 g,,st ives,,mỹ
97,33,Sữa rửa mặt gạo Civic Rice milk Thái Lan,,phù hợp với mọi loại da đặc biệt là không bị khô rát da giữ ẩm và làm mềm da rất tốt trong mùa hanh khô; giúp làm sạch sâu các lỗ chân lông lấy đi các bụi bẩn khó sạch khi rửa bằng nước; chống nám sạm và tàn nhang có tác dụng kiểm soát chất nhờn cân bằng độ ẩm cho da,,,,four leaf clover,,
98,79,Acnes Foaming Wash – Dung dịch tạo bọt ngăn ngừa mụn 150ml,,giúp rửa sạch bụi bẩn kháng khuẩn gây mụn tận sâu lỗ chân lông ngăn ngừa mụn hiệu quả acid rửa sạch chất nhờn dư tế bào chết bụi bẩn tận sâu lỗ chân lông da sạch,hỗn hợp da dầu,,,acnes,,
99,80,"Sữa Rửa Mặt Cosrx Low PH Good Morning Gel Cleanser, SRM COSRX Dạng Gel Chiết Từ Dầu Cây Trà "" OAM OFFICIAL""","betaine, alantoin, butylene glycol, tea tre leaf oil","giúp làm sạch da, loại bỏ bã nhờn và tế bào da chết, khôi phục lại sự cân bằng ph cho da","phù hợp với da dầu, da hỗn hợp, da thường và một số bạn có da khô",,sữa rửa mặt dạng gel,cosrx,,hàn quốc
100,81,[Mã COSACD6 giảm 10% đơn 400K] Sữa rửa mặt giúp làm sạch sâu dành cho da dầu Cerave Foaming Facial Cleans 236ML,"chứa 1, 3 và 6-i giống hệt với cấu trúc được chứng minh thiếu hụt trong một số bệnh về da axit béo và các chất béo khác được tăng cường với hệ thống phân phối đột phá được gọi là emulsion mve","làm sạch và giữ ẩm cho làn da mà không ảnh hưởng đến hàng rào bảo vệ da mặt và cơ thể, làm sạch da, loại bỏ dầu thừa bụi bẩn và lớp trang điểm mà không phá vỡ hàng rào độ ẩm tự nhiên của da, hạn chế tình trạng da thô ráp, không bít tắc lỗ chân lông",,,,cerave,3 năm kể từ ngày sản xuất,"thương hiệu mỹ, nơi sản xuất pháp"
101,82,Sữa rửa mặt nam RHYS MAN hương dừa thơm mát Rhys Coconut Fresh 100ml,"chiết xuất lô hội, tinh chất dầu dừa, tinh dầu bạc hà","giúp làm sạch da, giảm nhờn, giữ ẩm, giảm mụn, se nhỏ lỗ chân lông, làm sáng da, loại sạch bụi bẩn và bã nhờn",,10 ml,,rhys man,2 năm kể từ ngày sản xuất,việt nam
102,0,Smoothie Tẩy Da Chết Dove Chăm Da Sáng Mịn 298g [CHÍNH HÃNG ĐỘC QUYỀN],"sản phẩm 1': sodium lauroyl': ', stearic acid': ', perlite': ', hydrated silica': ', betaine': ', sodium lauric acid': ', sodium': ', sodium cetearyl alcohol': ', jojoba esters': ', sodium palm': ', sodium caramel': ', sodium edta': ', zinc oxide': ', sucrose': ', sodium glycol acid': ', alumina': ', lactic acid': ', citric acid': ', peg 60 castor oil': ', cocos nucifera fruit extract': ', sodium sulfate': ', potasium sorbate': ', palmitic acid': ', ci 1470': ', ci 7491': ', ci 7492': ', ci 749': ', ci 7891': ', 'sản phẩm 2': sodium lauroyl': ', stearic acid': ', hydrated silica': ', betaine': ', sodium lauric acid': ', sodium wax': ', cetearyl alcohol': ', sodium': ', sodium edta': ', zinc oxide': ', prunus serulata flower extract': ', alumina': ', citric acid': ', potasium sorbate': ', sodium citrate': ', lactic acid': ', palmitic acid': ', sodium sulfate': ', ci 1470': ', ci 7491': ', ci 7492': ', ci 749': ', ci 7891': ', 'sản phẩm 3': water': ', hydrated silica': ', sodium lauroyl': ', betaine': ', sodium cetearyl alcohol': ', titanium dioxide': ', lauric acid': ', sodium wax': ', sodium palm': ', edta sodium': ', zinc oxide': ', punica granatum': ', shea buter': ', alumina': ', citric acid': ', sodium sulfate': ', ci 1720': ', ci 7491': ', ci 7492': ', ci 749': ', ci 7891': '}",tẩy sạch tế bào chết trên da cho bạn làn da sáng mịn tức thì ngay sau lần đầu sử dụng mà không bào mòn tổn thương da,phù hợp cho da bị sần sùi xịn màu những vùng da có nhiều tế bào chết cần thường xuyên tẩy tế bào chết chuyên sâu như đầu gối và khuỷu tay,,,dove,30 tháng kể từ nsx,
103,83,Sữa rửa mặt KUMANO Hatomugi 130g dưỡng ẩm trắng da chiết xuất hạt ý dĩ Nhật - KONNI39,water myristic acid peg 8 stearic acid k lauric acid glycol honeybe sed extract bg sodium shea buter palmitic acid cocamide dea coca betaine cetanol glyceryl glyceryl stearate se,ý dĩ giúp làm sáng và mềm da làm sạch da lấy đi bụi bẩn bã nhờn trên da mà không khiến da bị khô căng bong tróc hỗ trợ giảm và ngăn ngừa nguy cơ xuất hiện mụn làm mờ vết thâm giúp da rạng rỡ làm dịu da giảm viêm sưng phòng ngừa mụn trứng cá ngăn da thô ráp,,130 g,,kumano,3 năm kể từ ngày sản xuất,nhật bản
